1112 ARIZONA ST NE,Albuquerque,NM,87110,,218
2334 CARDENAS DR NE,Albuquerque,NM,87110,,219
1016 CHELWOOD PARK NE,Albuquerque,NM,87112,,220
7601 CUTLER AVE NE,Albuquerque,NM,87110,,221
7605 CUTLER AVE NE,Albuquerque,NM,87110,,222
5913 CANDELARIA RD NE,Albuquerque,NM,87110,,223
5225 CHEROKEE RD NE,Albuquerque,NM,87110,,224
2616 CHARLESTON ST NE,Albuquerque,NM,87110,,225
2932 CAROLINA ST NE,Albuquerque,NM,87110,,226
7200 CONSTITUTION AVE NE,Albuquerque,NM,87110,,227
2737 DAKOTA,Albuquerque,NM,87110,,228
2628 GEORGIA ST NE,Albuquerque,NM,87110,,229
1209 KENTUCKY ST NE,Albuquerque,NM,87110,,230
2400 MESILLA ST NE,Albuquerque,NM,87110,,231
4201 HILTON AVE NE,Albuquerque,NM,87110,,232
2616 JEFFERSON ST NE,Albuquerque,NM,87110,,233
1717 KENTUCKY ST NE,Albuquerque,NM,87110,,234
6401 KIOWA AVE NE,Albuquerque,NM,87110,,235
3409 LAFAYETTE DR NE,Albuquerque,NM,87107,,236
3212 MADEIRA DR NE,Albuquerque,NM,87110,,237
3322 MONTCLAIRE DR NE,Albuquerque,NM,87110,,238
2829 MORNINGSIDE DR NE,Albuquerque,NM,87110,,239
336 Vermont St. N.E.,Albuquerque,NM,87108,"$36,943.00 ",1
336 Charleston St. N.E.,Albuquerque,NM,87108,"$6,824.64 ",2
1105 Stutz Dr. N.E.,Albuquerque,NM,87123,"$14,180.63 ",3
1103 Griegos Rd. N.W.,Albuquerque,NM,�87107,"$5,700.00 ",4
11705 Holiday Ave. N.E.,Albuquerque,NM,87111,"$6,400.15 ",5
242 Espanola St. N.E.,Albuquerque,NM,87108," $7,727.13 Demo",6
224 Aspen Ave. N.W.,Albuquerque,NM,87102,"$10,772.39 Demo",7
115 Charleston St. S.E.,Albuquerque,NM,87108,"$2,610.00 ",8
1322 � Walter N.E.,Albuquerque,NM,87102,"$3,478.92 ",9
520 Tennessee St. N.E.,Albuquerque,NM,87108,"$3,030.00 ",10
2829 Cabernet St. S.W.,Albuquerque,NM,87121,"$4,170.00 ",11
